UNIQUE_SAMPLEID,SAMPLE_ID,FIELD_ID,Grainize,Horizon,Locality,Date_sampled,Latitude,Longitude,Duplicate,Catchment,Ag,Ag,Ag,Al,Al,As,As,As,Au,Au,Au,B,Ba,Ba,Ba,Be,Be,Bi,Bi,Bi,Ca,Ca,Cd,Cd,Cd,Ce,Ce,Ce,Cl,Co,Co,Co,Cr,Cr,Cr,Cs,Cs,Cs,Cu,Cu,Cu,Dy,Dy,Dy,Er,Er,Er,Eu,Eu,Eu,F,F_Rpt,Fe,Fe,Ga,Ga,Ga,Gd,Gd,Gd,Ge,Ge,Hf,Hf,Hg,Hg,Hg,Ho,Ho,In,In,K,K,La,La,La,Li,Li,Lu,Lu,Mg,Mg,Mn,Mn,Mn,Mo,Mo,Mo,Na,Nb,Nb,Nb,Nd,Nd,Nd,Ni,Ni,Ni,P,P,Pb,Pb,Pb206,Pb207,Pb208,Pb,Pd,Pd,Pr,Pr,Pr,Pt,Pt,Rb,Rb,Rb,Re,S,S,Sb,Sb,Sb,Sc,Sc,Sc,Se,Se_Rpt,Se,Se,Se,Si,Sm,Sm,Sm,Sn,Sn,Sn,Sr,Sr,Sr,Ta,Ta,Ta,Tb,Tb,Tb,Te,Te,Th,Th,Th,Ti,Ti,Tl,Tl,Tl,Tm,Tm,U ,U,U,V ,V,V,W ,W,W,Y ,Y,Y,Yb,Yb,Yb,Zn,Zn,Zn,Zr,Zr,Zr
TS0930_041TC,Batch_2,TS0930_041 ,<2 mm,TOS,Morcambe,41770,-17.77733,145.17949,,Return Creek,0.056,0.00015,0.032,84820.30606,33,15.9,18.87,0.02,< 0.5,0.001,0.0006,4,99.4,407.88,3.41,1.5,2.65,2.5,3.34,<0.001,1929.671897,420,0.23,0.2,0.093,50.5,49.88,1.43,,7.5,7.59,0.336,31,45.54,0.025,5.74,9.27,0.0027,34.3,37.21,4.62,3,4.42,0.349,1.7,2.94,0.207,0.6,0.72,0.0658,520,,2098.30933,17,8.04,12.59,0.016,3.7,4.6,0.452,0.2,2.8,0.1,4.34,< 10,8.85,<0.001,0.6,0.96,0.18,,2241.362324,46.8,23.6,24.39,0.864,13.7,0.1,0.2,0.47,1266.666667,183,487,0,16.4,0.79,1.1,0.013,3041.833081,0.5,13.32,<0.0005,21,22.72,1.74,11.1,18.97,0.666,130.9382925,3.1,39.1,126.16,40.02,43.71,42.43,0.24,<0.001,<0.001,5.6,6.04,0.362,<0.0005,<0.001,55.9,144.4,0.296,< 0.001,,,0.26,2.22,0.001,3.2,9.8,0.045,0.07,,1.7,2.42,<0.002,359182.9504,4.2,4.98,0.424,4.83,14.87,<0.001,14,56.94,2.43,< 0.05,2.9,<0.001,0.6,0.71,0.063,< 0.02,<0.01,8.1,11.07,0.421,5335.544431,0.023,0.58,1.73,0.0015,0.2,0.44,1.8,3.06,0.466,32,47.75,0.007,0.1,7.8,0.003,16.4,41.75,2.1,1.6,3.11,0.172,97.7,102.01,1.59,4.2,126.99,0.123
TS0930_041TF,Batch_2,TS0930_041 ,<75 µm,TOS,Morcambe,41770,-17.77733,145.17949,,Return Creek,0.08,0.00019,,63072.86639,,20.8,26.23,,0.9,0.002,,5,117,496.18,,1.9,3.47,3.6,4.78,,3144.650499,,0.28,0.29,,67,75.74,,,9,10.33,,23,37.22,,6.61,11.83,,44.7,48.63,,4.6,7.04,,2.5,4.97,,0.9,1.1,,700,,29236.44333,,7.62,17.01,,5.2,7.14,,0.2,2.36,< 0.1,8.72,20,3.79,,0.8,1.64,0.19,,19840.20724,,31.6,39.23,,16.4,,0.3,0.77,3920.634921,,607,696.9829409,,0.83,1.55,,5044.991451,0.7,17.74,,29.9,34.14,,13.2,16.06,,87.29219498,,52.2,158.16,49.5,54.49,54.17,,<0.001,,7.8,9.37,,<0.0005,,59.4,189.31,,0.003,,,0.33,1.26,,4.4,11.9,,0.09,,1.8,3.3,,343578.4882,5.9,7.37,,5.38,15.16,,17,58.72,,< 0.05,3.04,,0.8,1.21,,0.03,,11.4,23.06,,4256.445557,,0.63,2.16,,0.3,0.8,2.5,5.42,,39,60.08,,0.3,12.29,,22.8,46.84,,2.2,5.06,,130,145.55,,3.6,255.17,
TS0930_041TF_Repeat,Batch_2,TS0930_041 ,<75 µm,TOS,Morcambe,41770,-17.77733,145.17949,Repeat,Return Creek,,0.00018,,64025.30901,,,25.97,,,,,,,489.94,,,3.45,,4.44,,3287.589158,,,0.29,,,72.61,,,,9.85,,,38.95,,,11.48,,,46.76,,,6.98,,,4.96,,,1.08,,,,30005.82342,,,16.4,,,6.96,,,2.57,,8.9,,3.03,,,1.63,,,20338.28775,,,38.23,,,,,0.76,4041.269841,,,696.9829409,,,1.52,,5193.373552,,17.71,,,33.06,,,15.32,,87.29219498,,,156.09,48.87,53.87,53.35,,,,,9.18,,,,,182.01,,,,,,1.1,,,11.43,,,,,3.07,,341289.2108,,7.1,,,14.88,,,57.68,,,2.98,,,1.18,,,,,20.54,,4376.345432,,,2.12,,,0.79,,5.28,,,58.35,,,11.41,,,46.21,,,4.98,,,143.12,,,255.08,
TS0930_042BC,Batch_2,TS0930_042 ,<2 mm,BOS,,41759,-17.69734,145.19633,,Battle Creek,0.056,0.00011,,33600.05886,,13,13.2,,< 0.5,0.001,,4,49.1,146.41,,1,2.67,0.98,1.29,,1286.447932,,0.04,0.1,,27.5,28.24,,,3.7,3.53,,124,179.23,,2.16,5.55,,13.3,14.33,,2.5,3.45,,1.7,2.76,,0.2,0.26,,380,,12449.96869,,3.26,10.33,,2.1,2.63,,< 0.1,1.27,0.4,4.52,< 10,9.03,,0.5,0.81,0.1,,26979.3613,,10.2,11.88,,8,,0.3,0.51,482.5396825,,244,309.770196,,2.12,2.53,,3486.979385,0.4,11,,9.91,10.61,,7.4,15.52,,87.29219498,,34.3,132.15,41.57,46.1,44.48,,<0.001,,2.7,2.99,,<0.0005,,28.8,300.64,,< 0.001,,,0.23,0.53,,0.9,3.61,,0.05,,0.6,1.09,,404174.2591,2.3,2.47,,5.54,8.01,,3.5,14.11,,< 0.05,2.98,,0.4,0.48,,0.03,,8.9,10.97,,779.3491865,,0.32,2.06,,0.3,0.45,1.9,2.64,,21,24.86,,0.7,4.97,,13.8,36.6,,1.9,3.45,,26.6,35.79,,7.4,86.3,
TS0930_042BC_Duplicate,Batch_2,TS0930_042 ,<2 mm,BOS,,41759,-17.69734,145.19633,Duplicate,Battle Creek,,,,33917.53973,,,,,,,,,,,,,,,,,1286.447932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12519.91234,,,,,,,,,,,,,,,,,,,26896.34789,,,,,,,,,482.5396825,,,309.770196,,,,,3486.979385,,,,,,,,,,130.9382925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405575.8575,,,,,,,,,,,,,,,,,,,,,779.3491865,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS0930_042BF,Batch_2,TS0930_042 ,<75 µm,BOS,,41759,-17.69734,145.19633,,Battle Creek,0.077,0.00017,,64289.8764,,39.1,46.02,,1.8,0.001,,3,120,374.13,,2.9,4.08,2.48,3.53,,2144.079886,,0.15,0.18,,86.2,95.15,,,14.1,13.82,,55,92.87,,4.95,11.82,,40.4,43.46,,8.5,11.21,,5.4,8.76,,0.7,0.88,,780,,29865.93613,,7.75,21.88,,7.4,9.43,,0.4,3.17,0.3,13.09,10,10.78,,1.8,2.6,0.26,,15357.48259,,31.7,37.79,,18.1,,0.8,1.53,2231.746032,,898,542.0978429,,1.64,2.43,,3783.743588,0.4,27.85,,32.6,35.97,,15.9,25.35,,567.3992674,,103,343.48,108.89,119,115.59,,0.001,,8.4,9.89,,0.001,,49.8,414.5,,0.002,,,0.34,1.21,,4,10.44,,0.13,,3.1,3.33,,337037.6956,7.7,8.67,,11,20.54,,10.5,35.35,,< 0.05,7.66,,1.3,1.64,,0.02,,18.9,28.09,,4496.245307,,0.57,3.18,,0.8,1.39,4.5,7.56,,64,81.92,,0.6,13.37,,50.7,121.74,,5.4,10.24,,98.7,120.29,,8,259.52,
TS0930_042TC,Batch_2,TS0930_042 ,<2 mm,TOS,,41759,-17.69734,145.19633,,Battle Creek,0.061,0.00013,0.014,44870.62978,23,21.2,20.17,0.03,< 0.5,0.004,0.0003,3,72.1,236.46,1.36,1.8,3.21,1.95,2.59,<0.001,2858.773181,570,0.08,0.12,0.037,50.3,50.1,0.474,,5.7,5.56,0.201,101,131.18,0.01,5.11,9.24,0.0073,23,23.14,1.41,4.9,6.58,0.329,3.1,5.2,0.209,0.3,0.43,0.0232,680,,16156.98184,15,6.1,13.97,0.009,4.4,5.28,0.338,0.2,2.75,0.2,7.16,< 10,7.67,<0.001,1,1.55,0.18,,27809.4955,30.4,22.5,24.2,0.42,16.6,0.024,0.5,0.89,1568.253968,116,457,464.655294,12.2,1.72,2.01,0.011,4599.845146,1.7,19.11,<0.0005,20.4,21.22,0.925,10.2,17.3,0.565,174.58439,1.9,40.7,135.44,43.08,46.84,45.52,0.19,<0.001,<0.001,5.5,5.97,0.194,<0.0005,<0.001,60.7,332.95,0.588,0.001,,,0.21,0.6,<0.001,2.1,6.37,0.012,0.05,,1.3,2.51,<0.002,371657.1762,4.5,4.95,0.275,9.12,14.39,<0.001,8.8,27.89,1.36,< 0.05,5.15,<0.001,0.8,0.95,0.053,< 0.02,<0.01,12.1,18.86,0.367,1798.498123,0.011,0.55,2.47,0.002,0.5,0.94,2.8,4.4,0.437,26,30.72,0.009,0.9,9.63,0.007,29.9,74.49,2.51,3.1,6.27,0.188,80.9,81.74,1.11,5.6,146.6,0.071
TS0930_042TF,Batch_2,TS0930_042 ,<75 µm,TOS,,41759,-17.69734,145.19633,,Battle Creek,0.07,0.00015,,55929.54679,,31,34.54,,0.9,0.002,,5,90.4,367.01,,2.7,6.88,3.11,4.35,,4502.56776,,0.14,0.19,,74,83.47,,,8.2,9.04,,20,33.95,,7.32,13.34,,32.9,40.36,,7.7,10.77,,5,8.63,,0.6,0.71,,960,,24969.88103,,7.45,18.95,,6.9,8.88,,< 0.1,3.84,0.1,15.27,< 10,8.73,,1.6,2.52,0.26,,25734.16001,,32.9,41.28,,22.2,,0.7,1.57,3076.190476,,620,774.4254899,,0.75,0.94,,5712.710908,2.3,39.43,,31.9,37.72,,12.3,24.05,,305.5226824,,59.1,188.71,60.22,64.99,63.51,,<0.001,,8.6,10.53,,<0.0005,,73.8,315.55,,0.002,,,0.35,1.81,,3.4,11.33,,0.07,,1.5,4.24,,340448.2517,7,8.87,,12.3,22.93,,12.6,42.95,,< 0.05,10.9,,1.2,1.55,,< 0.02,,17.2,29.46,,3656.946183,,0.77,2.78,,0.7,1.36,4.6,7.97,,34,50.01,,1.4,19.12,,47.8,115.48,,4.9,10.36,,123,145.97,,3.5,319.69,
TS0930_05BC,Batch_2,TS0930_05 ,<2 mm,BOS,Tirrabella,41759,-17.86847,145.14558,,Buffalo Swamp,0.046,0.00008,,36298.64626,,13.3,15.39,,< 0.5,0.001,,4,61.2,207.08,,1.1,1.86,1.3,1.14,,786.1626248,,0.01,0.03,,33.9,32.6,,,4.1,3.69,,83,114.88,,3.76,6,,13.3,14.19,,2.8,4.08,,1.5,2.7,,0.3,0.39,,380,,16156.98184,,5.56,9.87,,3,3.62,,0.1,1.15,0.3,3,< 10,4.83,,0.5,0.85,0.08,,20836.36827,,16.7,21.85,,7.4,,0.2,0.41,1146.031746,,126,154.885098,,1.31,1.78,,2151.540472,0.5,10.31,,15.9,18.52,,9.7,11.09,,87.29219498,,24,78.2,25.73,26.26,26.2,,<0.001,,4.3,4.52,,<0.0005,,43.3,529.45,,0.003,,,0.23,0.78,,1.7,4.42,,0.09,,0.5,1.96,,393148.3516,3.5,3.63,,2.81,5.13,,8.6,21.46,,< 0.05,2.51,,0.5,0.64,,< 0.02,,9.5,13.29,,1738.548185,,0.36,1.31,,0.2,0.42,1.8,2.58,,29,35.09,,0.2,4.49,,13.4,31.44,,1.3,2.82,,26,40.46,,9,84.87,
TS0930_05BF,Batch_2,TS0930_05 ,<75 µm,BOS,Tirrabella,41759,-17.86847,145.14558,Duplicate,Buffalo Swamp,,0.00015,,,,,27.55,,,,,,,420.37,,,3.64,,2.72,,,,,0.08,,,90.76,,,,9.64,,,48.71,,,12.95,,,34.82,,,11.63,,,7.29,,,1.19,,,,,,,23.39,,,10.97,,,2.95,,8.26,,5.41,,,2.36,,,,,,60.55,,,,,1.07,,,,,,,1.52,,,,27.51,,,54.47,,,20.2,,,,,175.5,58,58.79,58.71,,,,,13.27,,,,,759.24,,,,,,1.23,,,11.21,,,,,5.4,,,,10.64,,,13.21,,,55.61,,,6.15,,,1.88,,,,,33.1,,,,,2.01,,,1.12,,6.75,,,77.7,,,12.13,,,86.98,,,7.5,,,143.58,,,241.95,
TS0930_05BF,Batch_2,TS0930_05 ,<75 µm,BOS,Tirrabella,41759,-17.86847,145.14558,,Buffalo Swamp,0.058,0.00014,,77200.76516,,16.7,25.45,,2.2,0.001,,4,99.9,395.14,,1.8,3.42,1.75,2.56,,2072.610556,,0.07,0.08,,83,84.86,,,8.7,8.95,,27,44.74,,5.91,12.13,,27,32.37,,6.4,10.8,,3.3,6.81,,0.9,1.1,,700,,32034.1891,,10.8,22.1,,7.3,10.12,,0.4,2.67,0.2,7.73,< 10,5.29,,1.2,2.21,0.14,,24239.91846,,40.5,56.9,,14,,0.4,1.02,3377.777778,,287,309.770196,,0.57,1.4,,3041.833081,0.2,25.62,,39,50.31,,16.5,18.29,,218.2304875,,44.3,165.34,54.44,55.64,55.26,,<0.001,,10.1,12.37,,<0.0005,,80,718.98,,0.002,,,0.16,1.14,,4.7,10.39,,0.17,,2.4,4.43,,319377.5558,8.8,9.9,,4.41,12.35,,20,52.21,,< 0.05,5.74,,1.2,1.76,,0.05,,19,31.11,,4915.894869,,0.55,1.86,,0.5,1.04,3.4,6.3,,45,72.73,,< 0.1,11.09,,33.2,82.29,,2.9,6.99,,62.5,135.8,,6.9,224.04,
TS0930_05TC,Batch_2,TS0930_05 ,<2 mm,TOS,Tirrabella,41759,-17.86847,145.14558,,Buffalo Swamp,0.054,0.00014,0.009,37833.13714,38,5.6,8.64,0.03,< 0.5,0.001,0.0002,3,48.9,228.08,1.56,0.6,2.13,0.85,1.59,0.002,1429.386591,335,0.03,0.09,0.014,31.9,37.52,3.62,,2.9,3.35,0.192,94,152.77,0.039,1.92,5.25,0.0038,10.1,14.72,1.79,2.1,4.84,0.417,1.1,3.22,0.238,0.2,0.4,0.0546,300,,12310.0814,69,3.29,9.69,0.03,2.5,4.03,0.523,< 0.1,1.04,< 0.1,3.49,< 10,4.57,<0.001,0.4,1.03,0.05,,24654.98556,73.7,14.2,23.82,1.25,4.4,0.029,0.1,0.49,1085.714286,96,230,309.770196,17.3,1.38,2.4,0.012,3116.024131,0.5,9.96,0.001,13.2,19.61,2.12,5.7,10.71,0.723,130.9382925,4.4,16.6,88.05,29.04,29.55,29.45,0.29,<0.001,<0.001,3.5,4.86,0.485,<0.0005,<0.001,26.6,559.98,0.417,< 0.001,,,0.1,0.58,<0.001,1.2,4.07,0.05,0.05,,0.7,1.92,<0.002,391886.9131,2.7,3.85,0.522,1.85,5.03,0.002,6.7,30.04,1.26,< 0.05,2.57,<0.001,0.4,0.74,0.075,0.03,<0.01,5.8,13.56,0.677,1678.598248,0.123,0.19,1.38,0.0012,0.2,0.51,1.1,2.51,0.322,14,23.06,0.015,0.3,6.24,0.008,10.5,37.86,2.52,1,3.44,0.203,19.7,46.99,0.71,3,101.71,0.243
TS0930_05TF,Batch_2,TS0930_05 ,<75 µm,TOS,Tirrabella,41759,-17.86847,145.14558,,Buffalo Swamp,0.054,0.00019,,59104.3555,,13.8,18.34,,0.5,0.002,,6,94.9,377.31,,1.5,3.61,2,3.59,,3073.18117,,0.06,0.12,,87.9,102.06,,,7.6,8.11,,16,28.26,,4.05,9.04,,25.4,31.7,,6.5,10.71,,3.4,6.72,,0.8,0.98,,520,,23501.0645,,8.09,19.21,,7.4,10.19,,0.2,3.02,< 0.1,7.75,20,5.37,,1.2,2.19,0.13,,23990.87821,,38.4,61.55,,9.8,,0.4,1,2473.015873,,674,774.4254899,,0.6,1.04,,3561.170436,0.8,22.83,,37.9,53.31,,9.6,12.44,,349.1687799,,45.1,166.09,54.74,55.71,55.65,,<0.001,,10.2,13.13,,<0.0005,,49.9,625.13,,0.001,,,0.18,0.99,,3.6,10.43,,0.11,,2.5,5.1,,330590.343,8.5,10.23,,3.77,10.6,,16.7,53.25,,< 0.05,5.56,,1.2,1.75,,0.02,,12.9,30.78,,4136.545682,,0.41,1.65,,0.5,1.04,3.3,5.8,,29,49.06,,0.5,13.82,,32.3,80.83,,2.9,6.99,,67.8,87.16,,2.5,216.79,
TS0930_06BC,Batch_2,TS0930_06 ,<2 mm,BOS,Gunnawarra,41760,-17.8754,145.08035,,Poison Creek,0.046,0.00009,,29419.89406,,2.8,6.37,,2,0.002,,4,107,231.81,,0.8,1.58,0.44,0.79,,142.9386591,,0.01,0.04,,216,203.98,,,11.8,11.73,,47,65.5,,1.45,3.17,,7.01,9.81,,3,6.56,,1.5,4.18,,0.5,0.6,,160,,12310.0814,,6.07,12.92,,4.2,6.12,,< 0.1,1.47,0.2,4.96,< 10,4.94,,0.6,1.34,0.03,,16104.60336,,16.6,28.67,,4,,0.2,0.63,301.5873016,,696,774.4254899,,0.95,1.46,,667.7194567,0.1,12.24,,20.3,28.44,,5.7,7.91,,87.29219498,,52.1,173.03,57.42,58.08,57.53,,<0.001,,5.4,6.86,,0.0007,,24,339.3,,< 0.001,,,0.09,0.46,,1.8,4.28,,0.1,,1.6,2.7,,410855.2115,4.8,5.99,,1.35,3.1,,3,13.04,,< 0.05,2.69,,0.6,1.05,,< 0.02,,8.6,16.01,,2517.897372,,0.58,1.19,,0.2,0.64,2.1,3.56,,22,30.29,,< 0.1,4.47,,10.7,44.57,,1.4,4.43,,7.1,17.17,,4.7,149.65,
TS0930_06BC_Dup,Batch_2,TS0930_06 ,<2 mm,BOS,Gunnawarra,41760,-17.8754,145.08035,Duplicate,Poison Creek,0.05,,,0,,2.6,,,1.5,,,4,99.9,,,0.8,,0.41,,,0,,0.01,,,197,,,,10.9,,,45,,,1.32,,,6.59,,,2.8,,,1.3,,,0.5,,,,,0,,6.2,,,3.9,,,0.1,,0.2,,< 10,,,0.5,,0.03,,0,,15.3,,,3.7,,0.2,,0,,643,0,,0.81,,,0,0.1,,,18.9,,,5.4,,,0,,48.1,,,,,,,,4.9,,,,,22.3,,,< 0.001,,,0.08,,,1.7,,,,,1.8,,,0,4.5,,,1.21,,,2.8,,,< 0.05,,,0.5,,,< 0.02,,7.9,,,0,,0.55,,,0.2,,1.9,,,20,,,< 0.1,,,9.92,,,1.3,,,6.2,,,4.3,,
TS0930_06BC_Duplicate,Batch_2,TS0930_06 ,<2 mm,BOS,Gunnawarra,41760,-17.8754,145.08035,Duplicate,Poison Creek,,,,28255.79753,,,,,,,,,,,,,,,,,142.9386591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12519.91234,,,,,,,,,,,,,,,,,,,16519.67046,,,,,,,,,301.5873016,,,774.4254899,,,,,667.7194567,,,,,,,,,,87.29219498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414592.8072,,,,,,,,,,,,,,,,,,,,,2577.847309,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS0930_06BC_Orig,Batch_2,TS0930_06 ,<2 mm,BOS,Gunnawarra,41760,-17.8754,145.08035,Original,Poison Creek,0.042,,,0,,2.9,,,2.4,,,4,115,,,0.7,,0.47,,,0,,0.01,,,234,,,,12.7,,,49,,,1.57,,,7.43,,,3.3,,,1.6,,,0.5,,,,,0,,5.95,,,4.5,,,< 0.1,,0.2,,< 10,,,0.6,,0.03,,0,,18,,,4.3,,0.2,,0,,748,0,,1.09,,,0,0.1,,,21.7,,,6,,,0,,56.1,,,,,,,,5.8,,,,,25.6,,,0.002,,,0.1,,,1.8,,,,,1.5,,,0,5.2,,,1.48,,,3.2,,,< 0.05,,,0.6,,,< 0.02,,9.3,,,0,,0.61,,,0.2,,2.3,,,23,,,< 0.1,,,11.5,,,1.5,,,7.9,,,5.1,,
TS0930_06BF,Batch_2,TS0930_06 ,<75 µm,BOS,Gunnawarra,41760,-17.8754,145.08035,,Poison Creek,0.047,0.00017,,48257.09241,,1.8,7,,1.7,0.002,,3,167,379.82,,1.2,2.59,0.79,1.41,,285.8773181,,0.02,0.05,,360,321.33,,,19.5,16.78,,16,29.49,,2.39,5.04,,9.36,13.58,,6,12.02,,2.8,7.49,,1,1.11,,280,,13359.23607,,10.2,21.51,,8.4,11.54,,0.3,2.81,0.2,11.37,< 10,6.76,,1,2.42,0.05,,21749.51588,,35.9,56.46,,7.4,,0.3,1.16,603.1746032,,1150,1084.195686,,0.51,1.26,,4006.31674,< 0.1,29.65,,42.5,56.75,,8.6,10.71,,174.58439,,80.5,255.01,85.29,86.27,83.46,,<0.001,,10.6,13.63,,<0.0005,,41.6,509.72,,0.002,,,0.05,0.73,,2.7,9.22,,0.1,,2.8,5.79,,378525.0083,9.9,11.8,,2.24,6.29,,5.9,24.07,,< 0.05,6.37,,1.1,1.96,,0.02,,17,34.71,,5455.444305,,0.84,1.78,,0.4,1.17,3.2,6.38,,24,39.03,,< 0.1,9.19,,21.5,82.26,,2.4,8.12,,13,22.7,,5.3,346.77,
TS0930_06BF_Repeat,Batch_2,TS0930_06 ,<75 µm,BOS,Gunnawarra,41760,-17.8754,145.08035,,Poison Creek,,,,50638.19894,,,,,,,,,,,,,,,,,428.8159772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14058.67251,,,,,,,,,,,,,,,,,,,19342.12672,,,,,,,,,663.4920635,,,1084.195686,,,,,#VALUE!,,,,,,,,,,174.58439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379693.007,,,,,,,,,,,,,,,,,,,,,5575.34418,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS0930_06TC,Batch_2,TS0930_06 ,<2 mm,TOS,Gunnawarra,41760,-17.8754,145.08035,,Poison Creek,0.033,0.00006,0.008,15503.64921,86,0.7,1.9,<0.01,1,<0.001,0.0002,4,24.6,109.73,0.71,0.2,0.83,0.29,0.41,0.001,214.4079886,55,0.01,0.04,0.002,22.7,22.87,2.29,,1.3,1.31,0.194,110,144.76,0.052,0.59,1.97,0.009,2.79,4.8,0.29,1.2,3.47,0.264,0.5,2.31,0.123,0.1,0.21,0.0473,100,,4686.22417,36,1.72,4.14,0.034,1.7,2.81,0.368,0.1,0.65,< 0.1,3.09,< 10,6.11,<0.001,0.2,0.72,< 0.02,,12701.05317,18.8,10.8,14.63,0.931,1.1,0.021,< 0.1,0.36,120.6349206,11,168,154.885098,29.3,1.42,2.03,0.006,#VALUE!,0.5,8.18,0.0042,10.2,12.47,1.53,4,6.88,0.216,87.29219498,6.1,6.99,36.84,12.14,12.35,12.36,0.19,<0.001,<0.001,2.8,3.11,0.358,<0.0005,<0.001,12.4,263.26,0.586,< 0.001,,,0.04,0.34,<0.001,0.5,2.08,0.142,0.02,,0.7,1.2,0.01,436784.7819,2.1,2.48,0.388,0.64,1.69,0.005,1.6,8.99,0.2,< 0.05,1.8,<0.001,0.2,0.53,0.051,< 0.02,<0.01,5,9.25,0.852,1498.748436,1.01,0.07,0.6,0.0017,< 0.1,0.37,0.5,1.4,0.099,10,13.23,0.033,< 0.1,2.52,0.003,4.69,26.09,1.28,0.4,2.51,0.092,< 0.1,12.14,0.1,2.4,94.5,0.239
TS0930_06TF,Batch_2,TS0930_06 ,<75 µm,TOS,Gunnawarra,41760,-17.8754,145.08035,,Poison Creek,0.042,0.00013,,28361.62448,,0.8,3.07,,< 0.5,0.001,,6,39.8,232.51,,0.4,1.88,0.47,0.93,,357.3466476,,0.01,0.09,,51.8,85.79,,,2.9,3.02,,7,22.63,,0.96,3.27,,2.5,8.39,,2.9,9.9,,1.1,6.57,,0.5,0.64,,140,,5665.435191,,3.51,9.93,,4,8.86,,< 0.1,2.42,< 0.1,13.31,20,5.05,,0.5,2.04,0.02,,19342.12672,,24,54.31,,2,,0.1,1.02,301.5873016,,477,542.0978429,,0.1,0.34,,#VALUE!,0.6,22.33,,24.3,47.54,,3.2,6.87,,174.58439,,16,76.18,25.1,25.52,25.56,,<0.001,,6.6,11.98,,<0.0005,,18.2,436.47,,0.001,,,0.02,0.61,,0.9,7.83,,0.03,,1.2,4.73,,408285.6144,5.2,9.02,,1.14,4.02,,2.8,18.89,,< 0.05,4.96,,0.6,1.57,,< 0.02,,9.7,30.87,,4736.045056,,0.12,1.02,,0.1,1.03,1,4.23,,9,19.74,,< 0.1,7.74,,10.7,73.43,,0.9,7.16,,1.3,28.73,,1.4,405.58,
TS0930_07BC,Batch_2,TS0930_07 ,<2 mm,BOS,Gunnawarra,41759,-17.92981,145.08116,Duplicate,Gunnawarra Creek & Rudd Creek,,0.00003,,,,,1.73,,,,,,,248.36,,,0.97,,0.31,,,,,0.02,,,21.16,,,,2.62,,,150.45,,,1.46,,,5.15,,,2.17,,,1.34,,,0.36,,,,,,,5.91,,,2.16,,,0.61,,1.65,,6.01,,,0.44,,,,,,13.36,,,,,0.2,,,,,,,2.12,,,,4.97,,,11.11,,,9.74,,,,,46.72,15.13,15.91,15.68,,,,,2.71,,,,,214.39,,,,,,0.26,,,2.24,,,,,1.04,,,,2.12,,,1.28,,,26.29,,,1.04,,,0.36,,,,,7.16,,,,,0.47,,,0.2,,1.53,,,21.3,,,1.07,,,15.96,,,1.37,,,15.9,,,46.47,
TS0930_07BC,Batch_2,TS0930_07 ,<2 mm,BOS,Gunnawarra,41759,-17.92981,145.08116,Repeat,Gunnawarra Creek & Rudd Creek,,0.00003,,,,,1.76,,,,,,,245.92,,,0.98,,0.31,,,,,0.03,,,21.09,,,,2.62,,,148.93,,,1.45,,,5.2,,,2.16,,,1.35,,,0.36,,,,,,,6.05,,,2.12,,,0.7,,1.65,,5.44,,,0.43,,,,,,13.37,,,,,0.2,,,,,,,2.17,,,,4.99,,,11.15,,,9.65,,,,,46.4,15.04,15.82,15.54,,,,,2.74,,,,,216.88,,,,,,0.25,,,2.21,,,,,0.93,,,,2.1,,,1.28,,,26.48,,,1.03,,,0.35,,,,,7.23,,,,,0.48,,,0.2,,1.54,,,21.62,,,1.05,,,16.16,,,1.37,,,16.04,,,46.9,
TS0930_07BC,Batch_2,TS0930_07 ,<2 mm,BOS,Gunnawarra,41759,-17.92981,145.08116,,Gunnawarra Creek & Rudd Creek,0.024,0.00003,,25398.46969,,1.1,1.73,,< 0.5,0.001,,3,43.2,250.44,,0.5,1.01,0.2,0.32,,643.2239658,,< 0.01,0.04,,21.6,23.15,,,2.7,2.66,,107,153.76,,0.7,1.52,,3.58,5.13,,1.3,2.29,,0.6,1.44,,0.3,0.37,,80,,9652.222918,,2.81,6.42,,1.5,2.31,,< 0.1,0.64,< 0.1,1.77,< 10,5.66,,0.2,0.47,< 0.02,,15108.44233,,9.7,14.41,,3.3,,< 0.1,0.21,361.9047619,,189,232.327647,,1.5,2.21,,2077.349421,0.3,5.18,,9.18,11.85,,7.8,10.05,,130.9382925,,7.83,48.6,15.79,16.52,16.29,,<0.001,,2.5,2.88,,<0.0005,,13.6,221.47,,0.002,,,0.04,0.21,,1.1,2.36,,0.05,,0.8,1.07,,419685.2814,2,2.28,,0.63,1.39,,5.8,27.21,,< 0.05,1.07,,0.2,0.39,,< 0.02,,4,7.43,,959.1989987,,0.1,0.49,,< 0.1,0.22,1,1.66,,18,21.94,,< 0.1,1.1,,5.81,16.88,,0.5,1.45,,0.5,20.31,,1.6,51.2,
